Gene_Symbol,Gene_Length
RTP4,3201
TIMM13,2253
DYNC1LI2,30726
TAF1A,32031
SRSF4,34387
B3GALNT1,21489
TMEM71,50722
SAMD13,52432
PPARA,93154
CTXN3,9609
UNC50,9935
LECT1,36547
NENF,13492
LIX1L,22006
CANT1,18101
Mar-03,163034
FOXN3-AS1,2439
PRSS21,4559
KCNG2,36148
UBE3B,59082
ILVBL,10792
HYAL3,6640
B3GAT2,95719
ACBD6,214670
TBC1D19,171372
NAV1,178652
LOC100129034,5711
SLC45A3,22649
TXNDC15,27863
GPR89A,62508
AQP4-AS1,70638
NADSYN1,48364
NUDT7,19768
MAPK8IP1,20969
FAM69B,12146
DYNC1I2,62749
MTMR6,41363
MRPL41,698
OST4,1225
TCF7,33518
SLC25A10,8780
CDK5,4153
GADD45GIP1,3098
PCDH9,927502
RUSC1,10269
LRRC33,22218
NOP58,37869
CPT2,17768
GTF2H4,5903
DYM,416907
DDX56,9121
MRPL50,8670
DLGAP2,207073
IGSF3,93283
CMAS,19496
DHODH,16673
IQCJ-SCHIP1,828114
AGGF1,34848
CEP85,44606
ATP1A1,31601
EPHX1,35465
AZI1,33358
STK35,46670
PLXND1,51526
FN3KRP,11311
TXNRD2,66319
SNORA68,132
MYBL1,51070
SNHG1,3900
RPL21,5010
SETX,93545
CDRT1,31041
ARMCX5,4989
CD5L,10930
ETNK2,21117
SNHG6,3612
TRMT2A,5429
SEC22C,53113
PRIM2,330954
SHC4,139707
PSTPIP1,42206
PPP1R37,54112
C2orf69,17017
ABI1,114491
MOCS2,11703
WEE2,22918
GPR63,43355
UBLCP1,22959
RPS10-NUDT3,138929
ATP6V1F,3046
NTRK2,355039
MIF4GD,5001
HS3ST1,30549
SPHK1,3251
CDKN1C,2547
IFNLR1,33118
EIF4A2,6324
COBL,300606
NUFIP1,50229
CDK11B,84675
TJAP1,29033
TXNL1,35867
LINC00669,545071
NUMBL,24744
PPP2R5D,27846
LOC100506710,10505
ACAP1,14945
LRRC18,4751
SPAG6,72165
SRA1,8026
MAP4,238589
OXNAD1,40927
FLYWCH2,16187
CLDN12,12620
GSTM5,6026
TESK1,4757
PIK3CB,106661
LOC100128398,4312
SMARCAL1,70637
UBE2E1,85747
FAM65A,17974
DNTTIP1,19490
ZNF718,103213
PVRL1,90627
C1orf198,32470
ZFP90,27378
MYCBP2-AS1,12262
DHPS,6170
PIK3IP1,10941
CXorf38,20646
CDCA7,14157
FUCA1,23287
FAM228B,46157
MPV17L2,3510
SLC10A1,21454
PCMTD2,20531
EMP1,20106
RRN3P1,22544
BCAP31,24254
LOC146880,32337
PPA1,30604
BLZF1,28586
GTF2E1,40358
TRUB2,13301
CXCR7,12614
LENG8,13131
S100A6,1641
C1orf74,2228
HDGFRP3,69966
LINC00526,1305
RMI2,6306
MORF4L1,24958
BCL2L2-PABPN1,19423
PLCB2,20076
CYBRD1,35886
ASPH,214084
PCBD2,57526
KLHL2,115538
DLEU1,23019
PPIH,18381
ZNF732,25480
USP6NL,151170
CCDC107,3213
LOC100507266,168806
DNAJC27,28458
NDUFB6,19658
YARS2,9409
CHMP1B,3059
TLR2,21801
RWDD2A,3224
RGPD1,229830
GCNT1,65750
RIPK2,33317
TNFRSF1A,13360
PEX7,91370
MAT2B,16289
MAP3K6,11667
BIRC6,261869
TYW3,33524
PTDSS2,41107
LAP3,30663
ALG14,90228
SMO,24672
ZNF765,16865
RPS26,2321
SMIM1,3194
PHOSPHO2,7254
ZSCAN22,15327
RUFY3,103682
GOLGA6L5,12340
ZNF382,23292
TRIM13,21460
ZNF527,21907
KCNJ1,29359
SETBP1,388337
LOC100506655,8461
CREBL2,33210
BMI1,10275
PKNOX1,59045
HEATR6,35740
SELP,41289
FHL1,64657
SS18,74394
LAMB3,37602
CCDC117,16621
DKC1,14933
DMXL2,175046
SLC35E3,19917
LOC100129083,1519
MTERFD1,22151
SNTB2,121905
CYTL1,4883
MYO16,611855
APOL3,25854
PMPCA,13097
NCAPG,34051
C15orf40,22678
SBF2-AS1,53026
TRPC2,11099
ARRB1,91709
PDHX,79998
ZHX3,121650
SLAIN2,84602
ZFP14,44750
DGAT2,32803
OSTF1,58716
SCAF8,100682
DLEU7,131126
CDC42EP4,28380
ZADH2,12003
ORMDL3,6588
TDP1,88862
WDR89,44884
LOC339803,3383
RPL39L,18522
FBXO24,14784
HNRNPF,23631
TXNDC12,36039
PPP1CC,23170
FAHD2B,11259
CENPH,20809
MCM8,44533
MLYCD,17057
RIC3,62993
PCED1A,5928
TCP11L1,34146
STAT5A,24395
PIGP,7794
PROSER1,28211
SPCS2,29784
CMSS1,360798
GLS,84723
FAM103A1,4854
TMEM57,69310
ZG16B,2112
FRMD6-AS1,2226
RHOB,2366
AARS2,14600
RPL36A,5264
PLOD2,92054
LY75,101399
FANCM,64957
C2orf74,19721
RFK,9011
CABIN1,166831
ARFIP1,131951
TRMT10B,25167
MME,104082
PEX10,7769
PRPF6,52022
ECEL1P2,1294
ITFG3,31318
LOC284837,6809
SDR39U1,3035
FLJ20021,1106
SEL1L,62314
VPS51,15745
FNDC9,4122
RSAD2,20567
MYEF2,38929
LUZP1,84835
RAP2B,6234
PROM1,115774
NKX2-5,3208
PBX1,292463
LOC100289511,1430
C19orf57,23741
HNRNPUL1,45420
QPRT,18873
ANKRD19P,28846
TLK2,136455
PAGR1,6288
ZNF554,16861
PHLDB2,244037
MOCS1,30256
STAMBP,38252
C17orf70,12518
BREA2,1298
LONRF3,43236
PHF6,55480
ATG13,58742
SLC27A1,35677
LOC100288432,628
NAA25,82142
FAM201A,2192
DDO,23370
LOC100507501,7964
MED29,9240
STX1A,20482
TP53TG5,4437
SH3BP2,48073
AHDC1,69387
GEMIN6,3779
IFT172,45331
CITED4,1290
IL1R2,36578
HIBADH,137561
PKD1L3,70436
FES,11341
SOCS2,6923
EARS2,35362
CTNNB1,40997
SNX16,42703
SPHK2,11115
PARP11,64581
MTSS1,177702
CCDC24,4918
SRD5A3,26878
TTBK2,176465
METTL9,57936
TTLL12,20509
MEF2BNB-MEF2B,47024
LINC00200,4904
WAC,90619
EVA1C,102945
ARL6IP5,21149
MTL5,44080
ARF4,26125
TSG101,46645
MRPS18C,5811
APOBEC3D,12138
SLC5A3,32691
HIST1H2AB,476
TRIM16L,14029
ACOT8,15688
RRAS2,86586
E2F4,6753
CHST14,2197
LRP1B,1900274
HMGCL,23582
SIGLEC12,10430
GTSE1,34069
ATG4A,63002
PALM2,310688
NAPB,47000
SLC35C1,8944
RAB28,116642
GINM1,24539
BTLA,35595
AIF1,1804
PPT2,10229
ID2,2470
RAB33B,22108
TMEM254-AS1,32960
PIGL,109064
MARS2,3086
IRAK2,78864
UTRN,561297
TNFSF13,3316
SPATA2L,5356
KLF5,18534
LINC00152,66056
ZNF271,20494
GUSBP11,78935
ZDHHC13,59275
PARP16,28581
RASL11A,3363
NRF1,145367
ITGB7,15893
ISG20L2,5292
RPN1,30906
C22orf15,2842
PHC2,51970
MBOAT7,16627
FSIP2,94661
FAM50B,1919
SMARCA2,178281
ADNP,40644
CRTC3,115459
PSMB1,18213
LAPTM4B,77021
PTCRA,9848
KLHL42,22786
EVL,78822
SRSF10,14016
BAX,6938
SMG1,121551
PSMD2,9818
RBBP9,10699
CCDC154,10101
BMP8A,38223
GCDH,8809
GOLGA8EP,13353
CETN2,3430
SEC24B,106644
KIF16B,301330
ITGB5,124349
H3F3B,3345
PAQR6,4796
EID2,1391
FAM154B,22115
RAPGEF3,24436
C16orf72,28018
CHADL,11421
RALY,89533
ITPRIP,28797
PPRC1,17303
ERCC6L,34351
KLF11,11281
SORL1,181559
TM4SF19-TCTEX1D2,22335
TBCE,81552
TMEM143,31570
RTCA,26611
C21orf119,824
ASH2L,34587
C9orf78,8008
PLIN3,29434
SHROOM1,8757
TRMT61A,7901
ELL3,4704
SLC16A10,135825
ETHE1,20525
GART,38960
USP42,56645
ANGPTL4,10246
SLC25A45,7479
REPIN1,5254
PITHD1,9846
GBP4,17802
ATP6V1C1,52037
ASAH1,28582
TMCO1,44631
LIMK1,38748
ZNF260,17659
GGCX,16679
LAT,5957
NPC2,13441
RBM27,85621
TIMM17A,15170
OGFOD2,5234
CCT5,16219
GPR162,5620
LOC147646,2285
UBTF,16593
CTSA,7867
FAM115C,109128
PRRT3,6852
PKM,32357
ZFP62,13675
TRMT6,12687
KHDRBS3,190132
PMAIP1,4346
C9orf139,9318
DDX10,275832
IGFLR1,3200
DNAJA1P5,22732
C1orf186,49354
SPRY2,4974
IPO4,8699
UBA2,41530
KLLN,4276
ZCCHC4,57609
ZNF587,15310
NGRN,6548
OCRL,52278
KIF3A,44942
LOC541471,128101
FAM3A,11239
DNAJC21,29371
TUFT1,43278
JMJD7-PLA2G4B,20063
CD93,6984
FILIP1L,281361
SCUBE3,36419
CD4,31338
CASKIN1,19281
MFI2,28075
CCNB1IP1,21944
CDK5RAP1,42692
FBL,11961
NOL3,5243
HNRNPUL2,14760
ZNF140,27221
HIST1H1A,780
UBE3A,101779
LOC100287042,2596
SEPT7L,19782
BIVM-ERCC5,68855
HNRNPUL2-BSCL2,37122
GPR108,7708
ECT2L,107959
WSCD2,120802
PAPD5,82390
IL1RN,16123
TRAF1,26780
TCHP,17795
CACHD1,222265
HIST1H2BK,8565
URI1,92968
TSTA3,4944
C12orf60,20285
TENM3,479040
RILPL2,21328
SMA5,104679
HIST1H4K,353
NDUFB2,9965
SNRNP70,23405
DTNBP1,140257
RAVER2,88136
D2HGDH,34201
AKNA,60252
MINK1,64721
WBP1,2491
C20orf201,979
CLPTM1L,27002
FLJ39639,3798
NCKAP1,113624
SPATA24,7320
TSPYL6,3094
PRR14,5493
FBLN2,89297
ARL9,18683
ANKAR,70665
CNTRL,89312
POLE,63597
COX5B,2136
NFIX,103026
NDFIP2,74953
PROK2,13551
PNISR,25366
GUSBP1,129892
SLFN13,13741
TMEM5,29250
IFT46,21548
CD244,32742
NUDT4P1,24306
GALC,60651
CBX6,8010
C10orf95,1706
TSEN2,48889
RALB,41872
THSD1,29326
SCOC,125270
TMOD1,100563
SZRD1,31118
N4BP1,71483
ATP13A1,18493
GPX4,2851
CENPC1,73267
SPATA5L1,19097
COMMD6,12641
TOMM34,18343
SERBP1,22630
RBM28,33526
IRGQ,11768
ELN,41809
FAM91A1,46808
ZC3H14,50600
SP4,86462
FAAH,19581
MEX3D,13389
AVPI1,9834
LMBR1,212332
CSRP2BP,46163
GPR135,1819
UBB,1687
TPTE2,138695
DEDD2,21559
PLEKHF1,10056
RPL35A,5669
XIAP,54167
C5,97940
GPR146,1756
ZNRF2P2,1049
C10orf76,210576
GDPD5,90914
WDR43,53547
ANO2,383581
C6orf147,36226
RNASEK,2116
GEN1,31455
UQCC,109576
KAL1,203312
VAMP3,10163
LOC654433,5315
KIAA1804,57380
Mar-09,5312
PRDM16,369443
ALAD,15026
WDR13,7702
MAP9,34310
GDAP1,16717
GAB1,137735
RELA,9376
TRIM66,46799
FHDC1,36713
SMIM11,13703
WARS2,109456
RAB20,38658
SPSB3,5868
PUS7,65725
DCLK2,179182
TRIM59,14335
NSMCE1,43798
BORA,28286
RNF44,10721
PAIP1,31151
TMEM128,12665
GINS4,15840
GORASP2,38695
COMMD2,14029
PPM1L,314821
CKMT2,33078
TTC19,30029
NR2C1,53399
ARL16,2730
TUFM,3997
IKZF2,151922
DAAM1,182742
ZNF596,15139
ACER2,43575
TMED3,11698
ZRANB1,45313
SOCS5,63828
LIPN,16836
ZC3H10,4248
MYO9B,137513
HOPX,33718
SHARPIN,5604
ZC3HC1,33107
KCNK6,9165
PTPRB,120588
SYNGR3,4330
HIF1AN,18040
CAB39,108233
LRRC57,6282
ATP9A,171594
WDR5,23884
WDR20,83821
CACNA1C-AS1,15156
ARID2,178199
PCNXL4,42903
ZNHIT3,9189
HMGN1,6806
FIGNL1,6256
ZSCAN25,15459
HMBS,8672
FBXW4P1,2232
LMTK3,27918
LOC340073,11943
ZNF391,12703
FOS,3456
SLC8A1,400289
MAP3K5,235469
ACSM3,33167
FAM178B,110682
HTR7P1,4388
DTD1,176004
SRSF3,10154
DDX19B,44065
SLC10A7,267986
TEKT2,4200
TADA3,12766
TMEM150A,4152
ST7,276694
EFNA4,5816
FAM127C,2032
RNF115,77740
CCNA2,7489
CDCA2,48912
MPRIP,149888
BCL6B,6592
SYNE2,373484
ACADSB,49377
MTSS1L,24847
UBC,3395
DNAJC15,85944
LDHD,4912
DPP4,82297
GPSM3,4757
GBA2,12362
IKBKE,26637
ENOPH1,30518
AP1M1,37491
UBE2R2,103219
GTF3C1,89317
TPST2,64375
RAP1B,49766
RAP2A,33777
CC2D1A,24737
APOL6,20032
GRIN3A,169228
MCTS1,17272
MGAT4B,9354
INIP,31596
DGCR2,86172
PCBP2,29060
ROGDI,5988
GPATCH8,108312
ARTN,3920
RAB11FIP2,41687
FBXO11,98873
ALOXE3,23016
SF3B4,4935
TLN2,197319
PRPF8,34253
METTL2A,26208
RBM23,18542
DHX33,28148
BTBD19,5647
CNIH,14501
EIF1,2771
ZMYND19,8406
ZHX2,192854
ADAT3,8075
ZNF607,23427
MPP5,94766
POLE3,3511
SLC22A16,51952
LOC401052,4677
WDR27,244856
SORD,51985
MEF2B,24722
PLEKHM2,50437
ZNF410,45673
ZNF805,22053
MDH2,18537
LRRC14B,3842
BCKDHB,239643
SLC25A24,65636
ZNF615,16896
CHMP2B,28285
WDPCP,467332
PIGU,116743
MST1,4816
CDK2AP2,2238
PPP1R27,1558
SLC24A3,510251
FBXO6,10259
PCDHA9,164572
CALHM1,5504
RPF1,19113
ZIK1,8130
ZP3,44547
OTUD4,46030
CINP,14634
DBH,22981
PILRB,31766
TACC3,23688
RPS26P11,552
WAC-AS1,12437
RHBDD3,8070
KDM3B,84431
MRPS11,11177
NFATC2,175876
SUDS3,41482
TMEM184B,53742
ATP5J,11174
CEP76,40821
THAP5,7496
OR10V2P,769
MMRN1,59728
ADORA2A-AS1,65605
EFTUD1,132543
PEX14,155812
TUBA1A,4529
LOC93622,1953
MECOM,580276
HSDL1,23056
TULP3,50273
KDM1B,68465
CHEK1,51119
NXT1,4035
CD163,33002
ARPP21,155322
FBXO41,14948
GIMAP6,7272
SEC61B,8331
SMG7-AS1,11106
C14orf1,10305
ERBB2IP,154469
KLHDC9,1987
CYFIP2,129515
TTK,37922
WDR67,79472
ANGPT1,248544
TUBG2,7758
HPCAL1,124713
PDZD8,92331
LOC646278,66740
UPF3A,24232
DNM3OS,6251
MIR3615,86
HDAC6,22893
TAOK3,223144
KCTD7,14348
HLF,60105
AMH,2959
NBEAL2,30021
PARP15,59087
NBPF14,22206
SPATS2L,176382
HMGA2,141831
PPFIA3,31617
NRG3,1111865
PTGES3L-AARSD1,30002
PDLIM1,53580
RTN4R,26878
NRIP2,9707
RBBP5,35880
EXO5,7781
EIF4ENIF1,50529
P2RY11,3867
C6orf62,14313
GALNT14,228261
FASTKD3,9878
FAM73A,99916
PTGER3,195455
APPL1,45733
PECAM1,10306
ADM5,2305
CMKLR1,51273
JMJD6,13967
RGAG4,4790
USP18,27404
ASGR2,13489
SERPING1,17299
ZFAS1,11080
REPS1,83778
EEF1B2,3335
LOC150776,28763
MTCH1,18416
MTRNR2L10,1120
SLC27A3,4865
PCSK7,27023
RNASE2,964
SWAP70,88879
C8orf48,1445
SNORD22,125
CHIC2,54857
TEK,121025
TSLP,7944
NDUFA11,12737
LRRTM2,5978
ZNF574,5430
SLMO2-ATP5E,14168
ZNF22,4504
AK2,28971
LRTOMT,30451
F13A1,176613
TBRG1,13080
XAB2,10028
IPO11-LRRC70,49854
TMEM182,55648
SGIP1,210943
MSMO1,15496
CTSB,25612
ITGA9,367468
COCH,16081
SUGT1,35602
RBM17,28473
LY75-CD302,136128
PPP4R1L,76662
ZC3HAV1L,10323
AGER,3354
MED20,15785
STK16,4867
EEFSEC,255176
MBL1P,2941
PRDM2,124839
S100B,6504
SLC25A13,201927
METTL18,2391
C19orf53,4329
LOC728554,9007
ZBTB40,79306
ZNF384,23095
CES1P1,14315
TRAPPC10,94226
WDHD1,88163
RAB9B,9957
MEG3,34915
LOC441455,1646
A1CF,86266
ASH1L,227272
MX2,46919
COMTD1,2041
ATP13A2,25970
OMG,2712
DBNDD2,4617
BCRP3,20445
BIVM,42489
ISY1,33814
POLR3GL,14151
NEDD4L,357162
TMEM231,18169
NUP37,44388
CENPQ,29724
BTK,36777
PCK2,9856
FGD4,143943
CENPT,19301
CSNK2B,4186
EWSR1,32517
GTF2H2C,32678
SIVA1,6526
NOMO2,62252
CCBE1,266473
LOC401320,29422
MAGOH2,639
SIGLEC9,11383
SMCR7L,15853
AIF1L,26676
CCR7,11714
ZNF879,10612
KL,49711
APP,290585
ZNF708,38249
KCTD15,18915
HIST1H2AM,486
SERTAD3,3534
FAM198B,48470
IRF3,6306
CLEC12A,34279
GSK3A,12398
IGJ,11090
LARP1,104701
ANKRD36,151024
QSER1,87022
ATP6V0B,3370
HMGB1,7202
CASP8AP2,44536
LOC100506776,37060
DNAJB11,15122
PHF14,195751
TFEB,52281
TAP1,8762
ZNF20,9054
XPNPEP3,75738
ATP6V0E2-AS1,6168
ZSWIM3,21549
FAM109A,8470
IGLL5,8053
FLJ31306,32772
PCDHA4,205257
MARK3,118465
GTF2IP1,52310
GPR157,24753
MAPRE1,30512
LOC100507066,4402
NIPA2,29743
PLK1S1,120634
PAPD4,74228
ZNF702P,25280
APPBP2,83060
STK32B,449198
GIGYF1,9740
CHKA,68532
LEPRE1,20749
RASSF4,34953
AP2M1,9245
TUBGCP6,27282
HNRNPA3,11263
TIMM17B,4696
MYCT1,26685
CROCCP3,25265
MAP3K14,53926
SLC9B2,51518
NPR2,17322
MSI2,423368
DLGAP5,43562
CHTF18,9452
EHMT1,217134
CARS2,64723
HMG20A,64702
WAS,7631
PLEKHA8,89984
MCOLN1,11399
RFC2,22906
PYGM,14326
GPX7,6680
PGPEP1,29355
SOD1,9308
C18orf25,92967
TIMELESS,33043
POLRMT,16345
ZNF649,15817
CCDC150,93174
FBXO9,35874
SPAG1,83869
LRRC41,24966
GMPPA,8131
NAB2,6582
MURC,9837
PDS5A,155093
IDNK,21081
NXT2,8917
FLNB,163855
ST13,32086
IFNGR2,34626
AP1B1,60903
TSEN15,22533
BEND3P3,5919
IFT81,94460
LAMA3,265467
ZNF419,6969
ZNF107,44890
EHD4,73116
CHORDC1,22935
C17orf76-AS1,31661
SAP130,86078
FAM86C1,13723
HIC2,34057
STX18,123079
PRKY,107575
UBASH3B,158789
HIPK1,48495
ZNF681,19696
ILF3,38158
LIPE,25912
TGOLN2,10278
CTAGE7P,2828
CXCR6,4872
PCBP1-AS1,124752
TOM1L1,61276
MIR17HG,6755
ZNF17,10778
LOC642846,30431
VCP,16674
LOC100132078,3944
EPG5,119731
FAM104B,18093
ZNF776,11363
FAM120B,98393
DGKD,117590
UBE2N,33938
LOXL3,21116
PLEKHG1,243800
MRPS36,12412
MAP3K7,73728
GAPVD1,103179
RQCD1,27855
SF3B5,736
GMEB2,39426
IL18BP,4007
RPA1,69575
PMM1,12981
FKBP5,154998
LSM14A,57068
LINC00630,116243
LOC399744,24007
FDPS,11918
TMEM150C,77522
MLLT4,145029
PARP6,30106
ZSCAN2,22698
CCDC116,4530
CCND3,113939
PRKD1,351212
COMMD9,17157
C19orf77,6135
DIP2B,243682
BRICD5,1815
MR1,28513
NANP,11075
EXOC3,24075
ZNF622,14266
FABP5,4294
NUDT2,14207
PHF20,178365
CPED1,308747
SETD8,25196
LEPREL2,11446
ZNF70,9507
RNF122,19370
TRAF3IP3,26274
HMSD,11057
RPL8,2651
CDH9,157980
TFCP2,79387
EAF2,51339
PRKD3,66576
BNIP2,26580
SLC25A16,45190
MON1A,21143
LINC00673,189480
PIP4K2B,34214
PDK2,16632
MTCP1,7238
C7orf43,4259
OR52N2,965
SYS1-DBNDD2,47441
GNG10,8675
MSANTD2,33905
THOC7,30051
NDUFS2,15079
TARDBP,12870
KIAA0317,51852
PAQR8,45649
CNNM2,160269
DSEL,10148
ZNF490,34703
PPP1R3D,3465
TIPARP-AS1,2542
FKTN,82988
KATNAL1,104857
MIR4687,79
KRT8,52679
SPN,7552
ZBTB18,6217
HIST1H2BG,444
ZNF222,7768
ZNF664-FAM101A,342808
GLUL,10502
MS4A3,14487
RPUSD3,6169
PKIG,87242
MIER2,39216
DYX1C1,90478
KDM6A,239422
NFIC,109654
PDZD2,312007
PMPCB,17260
ZNF394,7023
FSTL3,7003
NDUFA13,11994
KPNB1,33800
CORO1C,86441
KLHL24,48893
FANCB,29655
NARS,21283
GGA1,25090
MEGF9,113569
NAGK,10590
HACE1,131826
SORBS3,23757
KCTD3,54414
FBN1,237482
GALNT3,46490
SEC23A,71314
STX16,28273
ABCA5,82747
EGFEM1P,581064
SETD7,50385
GOLPH3,49601
ARRDC4,13135
NFYC,80033
RDH14,5970
C10orf12,4544
DARS,78968
FBXL12,8788
LOC100506963,17915
PRMT2,29648
FLYWCH1,39229
SENP3-EIF4A1,17015
SAMD9L,18312
RICTOR,136479
VPS35,29555
C14orf79,9239
PLEKHA6,141078
RABL6,33265
LOC646762,39216
LARP4,79196
SCD,17816
PDF,1974
USP7,71390
RPRD1B,58818
MTIF2,32628
SMC1B,69555
SNUPN,28295
HLA-DRB6,7289
NDUFC2,11872
LOC100134368,10719
NSL1,65644
SCUBE1,140165
LELP1,1695
TSC22D3,62565
UPRT,30838
METTL10,33033
UQCRC1,10666
EMC3,22886
CCDC149,174087
ENTPD2,5952
WRAP53,17431
ETAA1,13091
WDR25,153885
FOXO3B,7258
C14orf93,23250
ASB7,49149
UST,329855
RBAK,23667
FAM129A,183516
REV3L,184180
LRRCC1,38991
GALNT4,5393
RARRES3,9657
ROPN1L,23164
IMMP1L,77220
VKORC1,4101
GPS1,5583
SMIM5,7972
LOC100129917,1699
LTK,10245
NADKD1,49564
C3orf62,8478
ELOVL5,81781
LANCL2,68294
PHC3,94169
TTC1,56370
TBC1D20,27063
ZNF687,9590
NSD1,167134
COPS4,40732
RPL36A-HNRNPH2,23250
ZNF771,11181
ADSSL1,23113
PGAP2,28647
CPXM1,6577
LOC286238,4981
RPUSD2,5124
MYOM1,153301
POLA2,35656
RASGEF1A,72383
LHFPL2,163610
PTBP1,14935
NRADDP,1925
LOC730101,4752
TCL1A,4229
NPHP1,81725
ACTR8,15135
CSNK1A1,55658
MAP2K2,33806
PIBF1,234361
IGFBP7,79314
SCAI,200950
SUMF1,106137
C16orf13,1918
FLJ38576,2458
DNAJC12,41510
CD2BP2,4595
NUP214,108110
SERPINE1,12177
DGKE,34576
LRP10,6331
CBWD2,58513
TMPO-AS1,3253
PNP,8627
LARS,69705
MTHFSD,25059
RUFY1,59465
SLC2A9,214024
PVRL2,43092
CTSD,11240
AATK,48776
FLJ12334,16193
FLJ30838,543013
TMEM59,21762
MYEOV2,9784
LGALS8,34765
CPSF2,42245
BAZ2A,40783
C10orf32,10751
PRRC2A,17104
NAA60,43295
ZNF592,57845
LILRA1,8646
FIBP,4799
PREB,3917
STK17A,44286
KIAA0196,67558
GEMIN8,23190
ASXL1,80975
METTL15,225256
HIST2H2BE,2222
FBXO8,47592
TUBB3,14088
LOC100129617,1920
SLC25A38,14004
PDSS2,307018
STYK1,55353
MTG1,26553
HDDC3,1619
ADORA3,80627
PPIG,53404
C4orf36,16217
PPOX,4829
SMPD2,3191
MS4A1,14943
LINS,33017
SLC39A4,4475
PPP1R16A,5395
TTC28,701851
CALN1,632884
LOC731275,45430
DYRK4,23797
GSN,64740
CNOT1,109940
ZFHX2,30794
EEA1,156822
CD33,14939
SOS1,138914
MZB1,2348
MRI1,9759
PANK4,18060
ISG15,1072
NAP1L5,1957
CCDC17,4015
MTFP1,3430
TSPYL5,4462
FGD3,88917
AKT1,26393
CRIM1,194908
DBN1,17080
C14orf2,9278
ADPGK-AS1,15364
CUTC,23936
DNAJB7,2576
CARD6,14046
RSU1,226836
RPS23,5096
AKT1S1,8347
BLOC1S5-TXNDC5,183164
PIDD,6071
TBC1D5,585586
CCT4,20544
MTHFD2,16734
POLR2J,5833
EMILIN1,7830
PRRT4,11360
LINC00476,69889
RELL1,95577
LOC100506054,3364
BTN2A1,18696
GYG2,53998
DYRK2,13932
RABGGTB,8896
ELP4,274032
KLHL12,36141
ZNF212,15958
SF3B3,53880
RAB11A,22532
MPO,11079
SRMS,6694
MZT2B,8799
ITIH4,17711
TBC1D1,248091
TMEM9B-AS1,11608
ARHGAP26,458280
TMEM176A,4354
B3GAT3,6879
DNAJC10,63982
USP2,26511
LOC100379224,7844
FLNA,26106
ZNF224,13997
NSMF,11763
RANGRF,1440
NACAP1,702
RPRD1A,77581
SMCR5,2843
CSNK2A1,61144
ZNF664,42224
CYP3A7-CYP3AP1,50517
POMC,7837
LRRC29,19859
ABI2,103889
C10orf137,44628
TBX15,106513
ACP5,4326
PLA2R1,121866
ERVK13-1,15050
UAP1L1,7037
ACBD3,42043
VNN1,33197
BCKDHA,27216
TAGAP,10157
DISC2,3891
TOP2A,29429
ARID4B,161322
RPS12,2995
TEFM,7285
HDHD2,43090
NDUFC1,12634
FEN1,4605
RPS2,2765
PEX11A,9253
E4F1,12176
NXF1,13366
ZDBF2,39625
KIAA0895L,8378
TMEM180,15632
DCAF4,33317
MARK4,54025
ST6GALNAC4,9140
ABHD12B,32810
POLG2,19282
LRRC25,6461
NUDT8,1999
RPA2,23187
EPC2,142576
GVINP1,8729
RAPH1,101519
ATR,129591
DPEP2,12128
RIN3,175209
KBTBD3,26640
SLFN14,9966
ICA1,149427
RASGRP4,17247
INO80D,92461
C8orf37,24321
DERL2,11881
CLN5,10593
ATP6V0A2,49436
NOTCH4,29224
EIF3B,25903
ESYT2,98630
C7orf55,5869
MYO1E,236903
DCBLD2,105719
ISCA2,1848
ZNF23,14614
VWA9,32531
C2orf48,68961
FLJ43663,164643
DCAF8,46845
FAM184B,149426
FOLH1,62035
C2orf62,11238
ISPD,333795
SPG7,49369
PSMD11,38856
ZNF688,2709
AGO4,49662
RASSF1,11150
NMRK1,27017
IMPDH1,17705
POU2F2,46363
ZNF469,13286
TANC2,418169
CUL4B,51238
RFNG,3872
TMEM258,3483
C21orf58,22738
GTF2H5,30997
SLC9A6,61845
LOC100286922,1029
RNF38,64796
ARL17A,62663
NR4A2,8343
KIF4A,130895
SNORD116-27,93
LOC100505648,1350
ZNF433,20993
RPL15,6892
AK8,153233
UBA1,24328
FUNDC2,30127
OGN,20688
PGRMC2,19592
CNPPD1,5083
ST3GAL3,223633
DENND6A,67635
LGMN,44895
COBLL1,156670
RASGRP1,76705
SBF1,30033
NRBP1,13651
ZNF8,16936
ZNF625-ZNF20,25378
ZFYVE20,29075
MZT2A,8531
MUTYH,11228
SYDE1,7575
WIPI1,36231
HSDL2,92496
TMEM63B,27880
IDH1,18853
DGCR8,31645
HOXB3,25578
SLC9A8,79529
TAB2,93311
SH3GL1,40201
FLJ44313,2568
PRPF4,17271
BCL7A,40089
ERG,294521
CLCN1,35878
TMEM134,4929
SAYSD1,11025
FNTA,29490
CRYBB2P1,13591
HIBCH,115411
MAPK1,108023
TMEM161A,18885
LOC100652739,56010
BAZ1A,122916
LOC100133445,1242
SKIV2L2,117833
EGFL8,3680
AQP5,4186
GRTP1,39958
APH1B,31576
MTHFD1L,236208
P2RX5-TAX1BP3,33511
LOC100288842,5234
MFSD2B,14192
KRT10,4494
ABCF2,19394
PML,53141
SECISBP2,41149
FAM35A,96269
SRBD1,222614
ENAH,166311
ALKBH1,35607
EPHA2,31750
PPP4C,9311
PLEKHA2,72677
RUNX2,222765
ALG8,38711
ORC1,31642
TMEM183A,16663
SETMAR,13961
SLC9A5,23239
TRIM6,16857
LSM11,12991
