"","Gene_Symbol","Gene_Length"
"12107","ENSG00000067182",13360
"12108","ENSG00000028137",42217
"12109","ENSG00000146072",78412
"12110","ENSG00000186827",2842
"12111","ENSG00000243509",2047
"12112","ENSG00000121858",17999
"12113","ENSG00000248871",12550
"12114","ENSG00000161955",3316
"12115","ENSG00000102524",38855
"12116","ENSG00000117586",23601
"12117","ENSG00000106952",37252
"12118","ENSG00000125657",4929
"12119","ENSG00000145901",57717
"12120","ENSG00000168884",14716
"12121","ENSG00000174292",8799
"12122","ENSG00000061938",45644
"12123","ENSG00000173273",226411
"12124","ENSG00000149115",25310
"12125","ENSG00000107854",67081
"12126","ENSG00000130598",2677
"12127","ENSG00000129991",5964
"12128","ENSG00000105048",16445
"12129","ENSG00000130595",19137
"12130","ENSG00000083312",97797
"12131","ENSG00000105576",24802
"12132","ENSG00000064419",100993
"12133","ENSG00000182095",116754
"12134","ENSG00000090905",96498
"12135","ENSG00000100354",290991
"12136","ENSG00000078687",104598
"12137","ENSG00000079308",144284
"12138","ENSG00000136205",306990
"12139","ENSG00000131746",25774
"12140","ENSG00000141232",5752
"12141","ENSG00000229980",1692
"12142","ENSG00000183864",13535
"12144","ENSG00000132773",4308
"12145","ENSG00000078902",35294
"12146","ENSG00000100284",48719
"12147","ENSG00000141198",61276
"12148","ENSG00000175662",128962
"12149","ENSG00000173726",19598
"12150","ENSG00000100216",2812
"12151","ENSG00000025772",18343
"12152","ENSG00000130204",12469
"12153","ENSG00000158882",4574
"12154","ENSG00000175768",4224
"12155","ENSG00000214736",2453
"12156","ENSG00000196683",10220
"12158","ENSG00000160949",15649
"12159","ENSG00000198900",95664
"12160","ENSG00000184428",50650
"12161","ENSG00000131747",29429
"12162","ENSG00000077097",66467
"12163","ENSG00000177302",41086
"12164","ENSG00000100038",25744
"12165","ENSG00000163781",61288
"12166","ENSG00000197579",12084
"12167","ENSG00000136827",11220
"12168","ENSG00000143337",38035
"12169","ENSG00000169905",37839
"12170","ENSG00000136816",8128
"12171","ENSG00000160404",3825
"12172","ENSG00000186283",14017
"12173","ENSG00000198113",4813
"12174","ENSG00000198846",313790
"12175","ENSG00000124191",154762
"12176","ENSG00000092203",21984
"12177","ENSG00000141510",19148
"12178","ENSG00000067369",103295
"12179","ENSG00000143514",66079
"12180","ENSG00000175274",18958
"12181","ENSG00000167543",4436
"12182","ENSG00000115129",7782
"12183","ENSG00000164938",23415
"12184","ENSG00000078804",9089
"12185","ENSG00000172315",5272
"12186","ENSG00000182165",20144
"12187","ENSG00000124251",4437
"12188","ENSG00000227372",11389
"12189","ENSG00000146242",4210
"12190","ENSG00000186815",77129
"12191","ENSG00000162341",41722
"12192","ENSG00000076554",136731
"12193","ENSG00000101150",26317
"12194","ENSG00000141933",12157
"12195","ENSG00000134779",49191
"12196","ENSG00000129167",20251
"12197","ENSG00000111669",3526
"12198","ENSG00000230359",2016
"12200","ENSG00000196511",384112
"12201","ENSG00000140416",29275
"12202","ENSG00000198467",8063
"12203","ENSG00000143549",36829
"12204","ENSG00000241015",12698
"12205","ENSG00000167460",35496
"12206","ENSG00000137364",26829
"12207","ENSG00000166340",6695
"12208","ENSG00000134900",82237
"12209","ENSG00000171368",33533
"12210","ENSG00000047410",63671
"12211","ENSG00000163870",17695
"12212","ENSG00000158109",5138
"12213","ENSG00000144034",7560
"12214","ENSG00000176058",9094
"12215","ENSG00000197253",1849
"12216","ENSG00000095917",2221
"12217","ENSG00000116176",3603
"12218","ENSG00000128294",64375
"12219","ENSG00000133112",3993
"12220","ENSG00000132958",138695
"12222","ENSG00000290418",46919
"12223","ENSG00000088325",62699
"12224","ENSG00000164548",27255
"12225","ENSG00000136527",23566
"12226","ENSG00000170638",13667
"12227","ENSG00000102871",5723
"12228","ENSG00000056558",26780
"12229","ENSG00000127191",40102
"12230","ENSG00000131323",134021
"12231","ENSG00000204104",80356
"12232","ENSG00000056972",50896
"12233","ENSG00000231889",118822
"12234","ENSG00000009790",26274
"12235","ENSG00000076604",6953
"12236","ENSG00000082512",48329
"12237","ENSG00000175104",26546
"12238","ENSG00000131653",22331
"12239","ENSG00000135148",28059
"12240","ENSG00000183763",27964
"12241","ENSG00000182606",134636
"12242","ENSG00000115993",74389
"12243","ENSG00000067167",35241
"12244","ENSG00000065308",79662
"12245","ENSG00000168016",118240
"12246","ENSG00000126602",59560
"12247","ENSG00000170043",1654
"12248","ENSG00000160218",94226
"12249","ENSG00000168538",54327
"12250","ENSG00000171853",99896
"12251","ENSG00000113597",41396
"12252","ENSG00000196459",22393
"12253","ENSG00000167515",4014
"12255","ENSG00000054116",19484
"12256","ENSG00000196655",5144
"12257","ENSG00000181029",2041
"12258","ENSG00000007255",15315
"12259","ENSG00000182400",22619
"12260","ENSG00000153339",113955
"12261","ENSG00000167632",726092
"12262","ENSG00000107614",59088
"12263","ENSG00000186439",420754
"12264","ENSG00000124731",11458
"12265","ENSG00000095970",4680
"12266","ENSG00000112195",11373
"12267","ENSG00000124496",227114
"12268","ENSG00000213689",2125
"12269","ENSG00000183479",1767
"12270","ENSG00000170893",3665
"12272","ENSG00000170855",2451
"12273","ENSG00000173334",8081
"12274","ENSG00000071575",25860
"12275","ENSG00000101255",16895
"12276","ENSG00000154370",13140
"12277","ENSG00000204977",21460
"12278","ENSG00000106785",49919
"12279","ENSG00000221926",54913
"12280","ENSG00000291110",14029
"12281","ENSG00000162931",8947
"12282","ENSG00000109654",186204
"12283","ENSG00000132109",8799
"12284","ENSG00000132274",21276
"12285","ENSG00000113595",34680
"12286","ENSG00000122779",125253
"12287","ENSG00000121060",26139
"12288","ENSG00000234127",29039
"12289","ENSG00000204713",20989
"12290","ENSG00000130726",6246
"12291","ENSG00000110171",25846
"12292","ENSG00000119401",13998
"12293","ENSG00000197323",118382
"12294","ENSG00000258659",24451
"12295","ENSG00000104228",26430
"12296","ENSG00000108395",124266
"12297","ENSG00000112343",24640
"12298","ENSG00000204599",16885
"12299","ENSG00000248167",17547
"12300","ENSG00000146833",29193
"12301","ENSG00000146063",12545
"12302","ENSG00000166326",146577
"12303","ENSG00000134253",10734
"12304","ENSG00000163462",11184
"12305","ENSG00000132481",4411
"12306","ENSG00000132256",21914
"12307","ENSG00000183718",4733
"12308","ENSG00000138100",25010
"12309","ENSG00000169871",5103
"12310","ENSG00000162722",22937
"12311","ENSG00000213186",14335
"12312","ENSG00000121236",16857
"12313","ENSG00000258588",47760
"12314","ENSG00000116525",36668
"12315","ENSG00000141569",8043
"12316","ENSG00000166436",46799
"12317","ENSG00000119283",58640
"12318","ENSG00000167333",9587
"12319","ENSG00000146054",11253
"12320","ENSG00000206557",74261
"12321","ENSG00000171206",13824
"12322","ENSG00000100505",120441
"12323","ENSG00000038382",365629
"12324","ENSG00000100106",79568
"12325","ENSG00000125733",11822
"12326","ENSG00000100815",72160
"12327","ENSG00000153827",154725
"12328","ENSG00000071539",25195
"12329","ENSG00000103671",67499
"12330","ENSG00000087077",6126
"12331","ENSG00000205133",82614
"12332","ENSG00000043514",42471
"12333","ENSG00000104907",11849
"12334","ENSG00000165275",25167
"12335","ENSG00000174173",4610
"12336","ENSG00000066651",52844
"12337","ENSG00000173113",868
"12338","ENSG00000183665",2218
"12339","ENSG00000122435",17348
"12340","ENSG00000121486",39012
"12341","ENSG00000099899",5429
"12342","ENSG00000188917",42771
"12343","ENSG00000155275",35750
"12344","ENSG00000126814",9615
"12345","ENSG00000089195",12687
"12346","ENSG00000166166",7901
"12347","ENSG00000171103",20487
"12348","ENSG00000100416",21939
"12349","ENSG00000180098",25528
"12350","ENSG00000253368",7182
"12351","ENSG00000072756",22106
"12352","ENSG00000067445",10870
"12353","ENSG00000135451",8543
"12355","ENSG00000290962",11099
"12356","ENSG00000100991",90411
"12357","ENSG00000072315",308462
"12358","ENSG00000137672",132364
"12359","ENSG00000142185",89480
"12360","ENSG00000130529",54082
"12361","ENSG00000119121",165599
"12362","ENSG00000092439",129660
"12363","ENSG00000104447",260504
"12364","ENSG00000149743",2455
"12365","ENSG00000196689",43965
"12366","ENSG00000187688",21461
"12367","ENSG00000196367",134753
"12368","ENSG00000165832",39487
"12369","ENSG00000167112",13301
"12370","ENSG00000165699",53285
"12371","ENSG00000103197",40723
"12372","ENSG00000102804",144422
"12373","ENSG00000278156",4536
"12374","ENSG00000196428",50827
"12375","ENSG00000157514",62565
"12376","ENSG00000166925",12760
"12377","ENSG00000198860",22533
"12378","ENSG00000154743",48889
"12379","ENSG00000170892",4275
"12380","ENSG00000182173",8211
"12381","ENSG00000123297",20111
"12382","ENSG00000074319",46645
"12383","ENSG00000135951",157463
"12384","ENSG00000213265",17920
"12385","ENSG00000179981",79195
"12386","ENSG00000121297",74339
"12387","ENSG00000126467",23504
"12388","ENSG00000145777",7944
"12389","ENSG00000211460",12307
"12390","ENSG00000171045",191102
"12391","ENSG00000116918",37870
"12392","ENSG00000270106",512620
"12393","ENSG00000117472",10885
"12394","ENSG00000110900",69699
"12395","ENSG00000106025",70803
"12396","ENSG00000106537",30810
"12397","ENSG00000108219",68353
"12398","ENSG00000048140",11671
"12399","ENSG00000134198",41488
"12400","ENSG00000140391",27210
"12401","ENSG00000135452",3242
"12402","ENSG00000064201",16187
"12403","ENSG00000158457",24822
"12404","ENSG00000214063",24292
"12405","ENSG00000168785",188294
"12406","ENSG00000000003",7999
"12407","ENSG00000156298",127441
"12408","ENSG00000011105",209209
"12409","ENSG00000100300",11728
"12410","ENSG00000235217",1214
"12411","ENSG00000189241",5258
"12412","ENSG00000184205",6186
"12413","ENSG00000187189",4130
"12414","ENSG00000180543",4462
"12415","ENSG00000178021",3094
"12416","ENSG00000167721",14696
"12417","ENSG00000158526",4878
"12418","ENSG00000007520",2632
"12420","ENSG00000184281",1583
"12421","ENSG00000162526",2062
"12422","ENSG00000139908",2528
"12423","ENSG00000128311",9324
"12425","ENSG00000215845",1352
"12426","ENSG00000136925",33600
"12427","ENSG00000279170",12189
"12428","ENSG00000128881",176465
"12429","ENSG00000113312",56370
"12430","ENSG00000149292",51863
"12431","ENSG00000143643",72631
"12432","ENSG00000163728",9000
"12433","ENSG00000052841",136048
"12435","ENSG00000011295",30029
"12436","ENSG00000168026",31242
"12437","ENSG00000123607",80476
"12438","ENSG00000187862",7043
"12441","ENSG00000018699",193031
"12442","ENSG00000100154",701851
"12443","ENSG00000235954",83303
"12444","ENSG00000182670",129837
"12447","ENSG00000115282",11491
"12448","ENSG00000183891",5230
"12449","ENSG00000113638",44394
"12450","ENSG00000172425",3530
"12452","ENSG00000075234",26044
"12453","ENSG00000155158",136516
"12454","ENSG00000168234",142837
"12456","ENSG00000243725",26833
"12457","ENSG00000136319",16852
"12458","ENSG00000068724",134962
"12459","ENSG00000165914",275829
"12460","ENSG00000165533",53357
"12461","ENSG00000133985",33573
"12462","ENSG00000162222",10156
"12463","ENSG00000125482",31301
"12464","ENSG00000116830",42542
"12465","ENSG00000101407",50410
"12466","ENSG00000129696",14676
"12467","ENSG00000112742",37922
"12468","ENSG00000114999",50479
"12469","ENSG00000100271",49911
"12470","ENSG00000162571",24027
"12471","ENSG00000175764",271681
"12472","ENSG00000100304",20509
"12473","ENSG00000214021",26396
"12474","ENSG00000135912",44570
"12475","ENSG00000119685",293874
"12476","ENSG00000137941",129776
"12477","ENSG00000155657",281433
"12478","ENSG00000237298",97390
"12479","ENSG00000124120",18718
"12480","ENSG00000176728",144717
"12481","ENSG00000114374",29855
"12482","ENSG00000167614",21294
"12483","ENSG00000141540",48461
"12484","ENSG00000136295",32833
"12485","ENSG00000166402",67474
"12486","ENSG00000167552",4529
"12487","ENSG00000123416",3737
"12488","ENSG00000167553",8248
"12489","ENSG00000127824",3637
"12490","ENSG00000243910",18945
"12491","ENSG00000183785",21045
"12492","ENSG00000196230",5038
"12493","ENSG00000137267",3881
"12494","ENSG00000258947",14088
"12495","ENSG00000188229",2448
"12496","ENSG00000176014",18311
"12497","ENSG00000074935",16891
"12498","ENSG00000131462",5898
"12499","ENSG00000037042",7758
"12500","ENSG00000130640",33707
"12501","ENSG00000126216",103153
"12502","ENSG00000137822",34927
"12503","ENSG00000275835",40496
"12504","ENSG00000128159",27282
"12505","ENSG00000178952",3997
"12506","ENSG00000143367",43278
"12507","ENSG00000253352",9746
"12508","ENSG00000078246",50273
"12509","ENSG00000130338",199164
"12510","ENSG00000198680",2469
"12511","ENSG00000114383",3327
"12512","ENSG00000149016",16592
"12513","ENSG00000166676",52088
"12514","ENSG00000171928",25444
"12515","ENSG00000175106",61367
"12516","ENSG00000259024",127613
"12517","ENSG00000151239",12652
"12518","ENSG00000247596",10557
"12520","ENSG00000128791",67653
"12521","ENSG00000084652",18541
"12522","ENSG00000086712",58087
"12524","ENSG00000136810",12828
"12525","ENSG00000100348",14594
"12526","ENSG00000153066",63705
"12527","ENSG00000117862",36039
"12528","ENSG00000113621",27863
"12529","ENSG00000087301",121993
"12530","ENSG00000129235",3639
"12531","ENSG00000239264",29564
"12532","ENSG00000115514",17373
"12533","ENSG00000265972",4166
"12534","ENSG00000091164",35867
"12535","ENSG00000141759",15665
"12536","ENSG00000140830",9459
"12537","ENSG00000198431",134528
"12538","ENSG00000184470",66319
"12539","ENSG00000197763",48072
"12541","ENSG00000105397",30044
"12542","ENSG00000025708",4333
"12543","ENSG00000176890",15895
"12544","ENSG00000092445",20316
"12545","ENSG00000011600",3908
"12546","ENSG00000156521",8759
"12547","ENSG00000198874",242715
"12548","ENSG00000162623",33524
"12549","ENSG00000162971",26825
"12550","ENSG00000160201",14622
"12551","ENSG00000161265",2908
"12552","ENSG00000063244",20666
"12553","ENSG00000163714",59195
"12554","ENSG00000137831",108957
"12555","ENSG00000117143",38337
"12556","ENSG00000197355",7037
"12557","ENSG00000130985",24328
"12558","ENSG00000126261",41530
"12559","ENSG00000144744",25643
"12560","ENSG00000081307",23654
"12561","ENSG00000221983",5656
"12562","ENSG00000033178",85410
"12563","ENSG00000182179",8753
"12564","ENSG00000130560",28411
"12565","ENSG00000134882",186074
"12566","ENSG00000228889",4383
"12567","ENSG00000153443",6043
"12568","ENSG00000185262",6093
"12569","ENSG00000165006",73518
"12570","ENSG00000137073",127256
"12571","ENSG00000143569",50674
"12572","ENSG00000160185",43819
"12573","ENSG00000154127",158789
"12574","ENSG00000170315",1687
"12575","ENSG00000150991",3395
"12576","ENSG00000077721",9880
"12577","ENSG00000119048",20929
"12578","ENSG00000175063",4341
"12579","ENSG00000072401",35774
"12580","ENSG00000131508",67267
"12581","ENSG00000109332",72899
"12582","ENSG00000078967",29700
"12583","ENSG00000170142",85747
"12584","ENSG00000182247",387512
"12585","ENSG00000170035",83038
"12586","ENSG00000184182",75836
"12587","ENSG00000258984",132467
"12588","ENSG00000132388",97457
"12589","ENSG00000184787",33256
"12590","ENSG00000186591",122227
"12591","ENSG00000103275",17865
"12592","ENSG00000198833",26275
"12593","ENSG00000160087",19942
"12594","ENSG00000078140",84746
"12595","ENSG00000185651",74587
"12596","ENSG00000156587",16675
"12597","ENSG00000130725",3264
"12598","ENSG00000177889",33938
"12599","ENSG00000175931",63675
"12600","ENSG00000160714",10069
"12601","ENSG00000140367",57766
"12602","ENSG00000291027",43599
"12603","ENSG00000107341",103219
"12604","ENSG00000108106",6675
"12605","ENSG00000077152",10309
"12606","ENSG00000244687",34835
"12607","ENSG00000169139",53459
"12608","ENSG00000104343",98813
"12609","ENSG00000159202",20691
"12610","ENSG00000114062",101779
"12611","ENSG00000151148",59082
"12612","ENSG00000009335",130411
"12613","ENSG00000118420",173359
"12614","ENSG00000110344",39630
"12615","ENSG00000130939",148255
"12616","ENSG00000103353",16848
"12617","ENSG00000120942",15236
"12618","ENSG00000122042",86275
"12619","ENSG00000102178",2876
"12620","ENSG00000198258",2241
"12621","ENSG00000138629",15211
"12622","ENSG00000164332",22959
"12623","ENSG00000118900",34451
"12624","ENSG00000157741",76751
"12625","ENSG00000185019",52337
"12626","ENSG00000153560",52068
"12627","ENSG00000135018",48290
"12628","ENSG00000188021",3417
"12629","ENSG00000160803",18424
"12630","ENSG00000159459",163188
"12631","ENSG00000024048",129483
"12632","ENSG00000144357",256621
"12633","ENSG00000127481",135746
"12634","ENSG00000104517",160415
"12635","ENSG00000012963",22160
"12636","ENSG00000168246",74145
"12637","ENSG00000108312",16593
"12638","ENSG00000162191",2555
"12639","ENSG00000162543",7364
"12640","ENSG00000158062",35983
"12641","ENSG00000173960",60317
"12642","ENSG00000215114",40237
"12643","ENSG00000144224",43444
"12644","ENSG00000167671",12788
"12645","ENSG00000163960",78976
"12646","ENSG00000104691",22830
"12647","ENSG00000154277",11548
"12648","ENSG00000118939",56540
"12649","ENSG00000116750",47741
"12650","ENSG00000130717",7479
"12651","ENSG00000143179",84123
"12652","ENSG00000198276",16618
"12653","ENSG00000280213",3601
"12654","ENSG00000175567",8173
"12655","ENSG00000175564",8956
"12656","ENSG00000151116",57343
"12657","ENSG00000143222",5112
"12659","ENSG00000014123",33449
"12660","ENSG00000120686",13201
"12661","ENSG00000176125",995
"12662","ENSG00000109775",26445
"12663","ENSG00000148154",36227
"12664","ENSG00000109814",28843
"12665","ENSG00000249348",66868
"12666","ENSG00000136731",104495
"12667","ENSG00000102595",251900
"12668","ENSG00000169764",50598
"12669","ENSG00000213759",14398
"12670","ENSG00000135226",14551
"12671","ENSG00000168671",31904
"12672","ENSG00000152332",32455
"12673","ENSG00000276043",52655
"12676","ENSG00000147854",93900
"12677","ENSG00000087206",101789
"12678","ENSG00000177169",28428
"12679","ENSG00000083290",97096
"12680","ENSG00000140474",7093
"12681","ENSG00000168038",715570
"12682","ENSG00000290997",28013
"12683","ENSG00000177398",80037
"12684","ENSG00000114491",18906
"12685","ENSG00000109103",5921
"12686","ENSG00000175970",13205
"12687","ENSG00000198722",243343
"12688","ENSG00000092929",17490
"12689","ENSG00000140553",23913
"12690","ENSG00000115446",9935
"12691","ENSG00000124602",12298
"12692","ENSG00000133958",374124
"12693","ENSG00000110057",13018
"12694","ENSG00000076248",13399
"12695","ENSG00000132478",40966
"12696","ENSG00000059145",51499
"12697","ENSG00000005007",36295
"12698","ENSG00000151461",123148
"12699","ENSG00000169062",24232
"12700","ENSG00000125351",19002
"12701","ENSG00000114638",31575
"12703","ENSG00000094841",30838
"12705","ENSG00000184076",3044
"12706","ENSG00000127540",8329
"12707","ENSG00000156467",8958
"12708","ENSG00000010256",10666
"12709","ENSG00000140740",30059
"12710","ENSG00000169021",5969
"12711","ENSG00000173660",13067
"12712","ENSG00000164405",2217
"12713","ENSG00000142207",81982
"12714","ENSG00000135763",33965
"12715","ENSG00000106608",50495
"12716","ENSG00000270617",40074
"12717","ENSG00000105176",92968
"12718","ENSG00000167118",20697
"12719","ENSG00000126088",3536
"12720","ENSG00000188690",34690
"12721","ENSG00000103005",20250
"12722","ENSG00000053501",4483
"12723","ENSG00000158773",6728
"12724","ENSG00000105698",10822
"12725","ENSG00000042781",800502
"12727","ENSG00000138768",85537
"12728","ENSG00000162607",15500
"12729","ENSG00000103194",79972
"12730","ENSG00000102226",15413
"12731","ENSG00000152484",105746
"12732","ENSG00000058056",136256
"12733","ENSG00000101557",55256
"12734","ENSG00000135655",149380
"12735","ENSG00000156256",29869
"12736","ENSG00000237038",1592
"12737","ENSG00000184979",27404
"12738","ENSG00000172046",12892
"12739","ENSG00000036672",26511
"12740","ENSG00000136878",46421
"12741","ENSG00000143258",6262
"12742","ENSG00000124422",43446
"12743","ENSG00000162402",149007
"12744","ENSG00000155313",149881
"12745","ENSG00000273820",2698
"12746","ENSG00000048028",77659
"12747","ENSG00000140455",90129
"12748","ENSG00000135093",35451
"12749","ENSG00000103404",87863
"12750","ENSG00000170832",214895
"12751","ENSG00000077254",63890
"12752","ENSG00000115464",283259
"12753","ENSG00000118369",25899
"12754","ENSG00000055483",44004
"12755","ENSG00000135913",118110
"12756","ENSG00000170185",37071
"12757","ENSG00000168883",46442
"12758","ENSG00000114316",62959
"12759","ENSG00000085982",90071
"12760","ENSG00000106346",56645
"12761","ENSG00000154914",84149
"12762","ENSG00000123552",83068
"12763","ENSG00000109189",68375
"12764","ENSG00000170242",117902
"12765","ENSG00000090686",104896
"12766","ENSG00000164663",97716
"12767","ENSG00000111667",14510
"12768","ENSG00000247746",4582
"12769","ENSG00000145390",82891
"12770","ENSG00000166348",78137
"12771","ENSG00000148429",151170
"12772","ENSG00000187555",71390
"12773","ENSG00000138592",76698
"12774","ENSG00000124486",150944
"12775","ENSG00000114374",159608
"12776","ENSG00000132952",41856
"12777","ENSG00000111962",329855
"12779","ENSG00000156697",23641
"12780","ENSG00000253797",8909
"12781","ENSG00000164338",16196
"12782","ENSG00000011260",37395
"12783","ENSG00000120800",106492
"12784","ENSG00000147679",8179
"12785","ENSG00000132467",2072
"12786","ENSG00000108651",38539
"12787","ENSG00000152818",561297
"12788","ENSG00000183878",232291
"12789","ENSG00000198382",329070
"12790","ENSG00000163945",40733
"12791","ENSG00000115652",101036
"12792","ENSG00000126756",7388
"12793","ENSG00000103043",113719
"12794","ENSG00000139190",8439
"12795","ENSG00000220205",3828
"12796","ENSG00000049245",10163
"12797","ENSG00000117533",42083
"12798","ENSG00000168899",8980
"12799","ENSG00000118640",4542
"12800","ENSG00000173218",56271
"12801","ENSG00000162738",28104
"12802","ENSG00000101558",46063
"12803","ENSG00000124164",61981
"12805","ENSG00000137411",12253
"12806","ENSG00000071246",21128
"12807","ENSG00000143494",41040
"12808","ENSG00000168140",11680
"12809","ENSG00000125753",19552
"12810","ENSG00000108828",7837
"12811","ENSG00000171724",191518
"12812","ENSG00000141968",84698
"12813","ENSG00000160293",230430
"12814","ENSG00000134215",393763
"12815","ENSG00000155959",23397
"12816","ENSG00000162692",19405
"12817","ENSG00000038427",110629
"12818","ENSG00000035403",122042
"12819","ENSG00000165280",16674
"12820","ENSG00000175073",36964
"12821","ENSG00000213585",33258
"12822","ENSG00000165637",21295
"12823","ENSG00000078668",14176
"12824","ENSG00000112715",16277
"12825","ENSG00000173511",4680
"12827","ENSG00000136451",16705
"12828","ENSG00000028203",85044
"12829","ENSG00000206538",53134
"12830","ENSG00000144560",164676
"12831","ENSG00000134086",12035
"12832","ENSG00000136059",13598
"12833","ENSG00000026025",9334
"12835","ENSG00000151445",30965
"12836","ENSG00000167397",4101
"12837","ENSG00000196715",81543
"12838","ENSG00000160131",12179
"12839","ENSG00000187650",5411
"12840","ENSG00000062716",133089
"12841","ENSG00000112299",33197
"12843","ENSG00000154978",101894
"12845","ENSG00000169575",726
"12846","ENSG00000128218",1700
"12847","ENSG00000160695",14195
"12848","ENSG00000197969",240038
"12849","ENSG00000132549",864320
"12850","ENSG00000129003",208074
"12851","ENSG00000048707",281985
"12852","ENSG00000215305",26005
"12853","ENSG00000104142",9545
"12854","ENSG00000131475",6163
"12855","ENSG00000122958",48708
"12856","ENSG00000151502",23125
"12857","ENSG00000160948",4927
"12858","ENSG00000111237",10586
"12859","ENSG00000139719",34974
"12860","ENSG00000184056",24059
"12861","ENSG00000069329",29555
"12862","ENSG00000136100",38026
"12863","ENSG00000155975",51132
"12864","ENSG00000139722",30837
"12865","ENSG00000167987",31188
"12866","ENSG00000166887",49603
"12867","ENSG00000006715",185257
"12868","ENSG00000136631",78163
"12869","ENSG00000132612",13659
"12870","ENSG00000119541",33327
"12871","ENSG00000149823",15745
"12872","ENSG00000223501",21613
"12873","ENSG00000141252",206188
"12874","ENSG00000143952",126547
"12875","ENSG00000163159",13913
"12876","ENSG00000156931",240471
"12877","ENSG00000075399",13853
"12878","ENSG00000100749",84267
"12879","ENSG00000028116",113278
"12880","ENSG00000105053",49081
"12881","ENSG00000176834",40412
"12882","ENSG00000186806",10583
"12883","ENSG00000155659",18387
"12884","ENSG00000189068",23127
"12885","ENSG00000009844",73675
"12886","ENSG00000151532",371748
"12887","ENSG00000100568",23735
"12888","ENSG00000109072",3074
"12889","ENSG00000165816",55246
"12890","ENSG00000110002",31507
"12891","ENSG00000145198",11800
"12892","ENSG00000102763",394260
"12894","ENSG00000167992",37030
"12895","ENSG00000110799",175796
"12896","ENSG00000095787",90619
"12900","ENSG00000116874",109456
"12901","ENSG00000015285",7631
"12902","ENSG00000112290",80185
"12903","ENSG00000158195",85944
"12904","ENSG00000132970",131242
"12906","ENSG00000291134",15383
"12908","ENSG00000282458",10015
"12910","ENSG00000106299",67119
"12911","ENSG00000239779",2491
"12912","ENSG00000084463",16989
"12913","ENSG00000166272",72294
"12914","ENSG00000132471",9721
"12915","ENSG00000120688",22442
"12920","ENSG00000085449",69987
"12921","ENSG00000139668",177687
"12922","ENSG00000163625",296851
"12923","ENSG00000128815",297483
"12924","ENSG00000198554",88163
"12925","ENSG00000143951",467332
"12926","ENSG00000071127",42610
"12927","ENSG00000120008",58351
"12928","ENSG00000138442",31626
"12929","ENSG00000101940",7702
"12930","ENSG00000150627",116994
"12931","ENSG00000065268",10241
"12932","ENSG00000157796",103406
"12933","ENSG00000140153",83821
"12934","ENSG00000127580",5698
"12935","ENSG00000176473",153885
"12936","ENSG00000162923",49156
"12937","ENSG00000184465",244856
"12938","ENSG00000065183",30677
"12939","ENSG00000136709",106953
"12941","ENSG00000118965",79855
"12942","ENSG00000134987",38330
"12943","ENSG00000047056",75461
"12944","ENSG00000136918",4474
"12945","ENSG00000160193",36509
"12946","ENSG00000164253",60263
"12947","ENSG00000163811",53547
"12948","ENSG00000131725",103887
"12949","ENSG00000196998",25967
"12950","ENSG00000141580",33973
"12951","ENSG00000227057",10424
"12952","ENSG00000085433",72012
"12953","ENSG00000114742",44374
"12954","ENSG00000174776",174816
"12955","ENSG00000196363",23884
"12957","ENSG00000185798",14354
"12958","ENSG00000005448",3997
"12959","ENSG00000120314",6169
"12960","ENSG00000103091",111546
"12961","ENSG00000196981",4182
"12962","ENSG00000178252",8749
"12965","ENSG00000075702",50229
"12968","ENSG00000091157",378420
"12969","ENSG00000082068",373362
"12970","ENSG00000177082",11509
"12971","ENSG00000133316",7245
"12972","ENSG00000115368",34105
"12973","ENSG00000092470",41505
"12974","ENSG00000116455",9318
"12976","ENSG00000167716",22076
"12977","ENSG00000164091",24221
"12978","ENSG00000123154",9028
"12979","ENSG00000105583",1584
"12981","ENSG00000166359",43705
"12982","ENSG00000140006",44884
"12983","ENSG00000161996",18466
"12984","ENSG00000105875",27726
"12986","ENSG00000196151",50932
"12987","ENSG00000142784",74117
"12989","ENSG00000166483",16085
"12990","ENSG00000214102",22918
"12991","ENSG00000127578",3104
"12992","ENSG00000109501",33415
"12993","ENSG00000156232",25640
"13000","ENSG00000115935",123325
"13001","ENSG00000171475",62865
"13002","ENSG00000070540",36231
"13003","ENSG00000157954",43651
"13004","ENSG00000011451",28444
"13005","ENSG00000060237",158529
"13006","ENSG00000165238",135642
"13007","ENSG00000196632",165182
"13008","ENSG00000126562",16435
"13009","ENSG00000162552",25721
"13010","ENSG00000111186",30156
"13011","ENSG00000141499",17431
"13012","ENSG00000116213",19340
"13014","ENSG00000165392",140499
"13015","ENSG00000124535",20313
"13016","ENSG00000109046",19539
"13017","ENSG00000176871",28459
"13018","ENSG00000075035",120802
"13019","ENSG00000146457",29322
"13020","ENSG00000113645",180243
"13021","ENSG00000151718",221466
"13022","ENSG00000047644",128723
"13023","ENSG00000186153",1113237
"13024","ENSG00000123124",125184
"13025","ENSG00000198373",179457
"13026","ENSG00000076924",10028
"13027","ENSG00000132530",19808
"13028","ENSG00000100219",6012
"13029","ENSG00000101966",54167
"13030","ENSG00000163092",371264
"13031","ENSG00000047597",46250
"13032","ENSG00000275591",27125
"13033","ENSG00000171044",305218
"13034","ENSG00000158156",8100
"13035","ENSG00000136936",22500
"13036","ENSG00000154767",33524
"13037","ENSG00000108039",58787
"13038","ENSG00000122121",30579
