"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","Gene_Length"
"220","ENSG00000008952",1603,1600,1332,2832,1616,962,223,0,933,2676,639,951,90,15,249,1277,2002,814,1346,1719,124,1214,1114,2038,1043,923,1220,880,422,1054,31581
"221","ENSG00000008988",34515,28921,14936,18877,13142,15833,3020,156,11123,21219,8244,16344,10,281,291,4626,8278,17649,11066,16109,1888,10400,13864,10074,17502,11054,16213,8605,11274,38939,6401
"222","ENSG00000009307",14588,12706,5189,1163,1313,4136,1312,119,5186,14147,4857,2945,42,346,128,49,516,7490,8193,10737,300,4943,9854,14487,14270,8565,9991,7301,3503,10584,41137
"223","ENSG00000009335",2199,1793,709,3,59,470,121,2,628,1830,964,473,1,34,31,1,1,1427,1617,1305,1,373,1680,1761,902,1225,1562,1064,726,1570,130411
"224","ENSG00000009413",996,984,115,45,47,155,20,10,105,625,381,166,7,4,76,48,0,175,736,740,0,7,967,1109,270,486,624,540,155,276,184180
"227","ENSG00000009724",4,0,25,1,0,7,0,0,2,3,3,10,2,39,1,1,1,29,3,3,0,1,1,8,1,5,20,6,17,4,20716
"229","ENSG00000009780",300,334,185,188,340,37,28,0,144,323,156,76,0,3,0,390,54,127,241,260,0,66,322,248,83,132,175,121,58,214,36933
"230","ENSG00000009790",8493,7737,4628,1037,1193,3337,797,223,3071,8193,5011,2964,55,202,521,57,264,5779,4915,6590,583,4689,7585,9483,2372,7659,8348,4821,4264,5219,26274
"231","ENSG00000009830",351,542,252,49,62,296,24,5,169,508,280,141,2,17,14,1,1,284,231,343,0,3,370,422,130,482,542,332,336,425,45926
"232","ENSG00000009844",424,567,177,21,93,43,20,0,149,891,159,253,0,2,5,2,0,104,377,972,0,3,591,738,418,189,204,228,120,262,73675
"234","ENSG00000009954",2755,2694,1540,24,319,903,167,35,841,2367,1452,763,92,58,346,411,99,2202,2148,1647,132,1019,2492,1912,548,1400,1864,1257,1029,2206,81887
"235","ENSG00000010017",1942,1901,692,148,179,570,63,51,414,1387,562,495,9,5,29,3,47,718,1277,1522,0,590,1450,2317,775,964,1363,903,594,1789,90066
"237","ENSG00000010072",385,534,208,228,168,174,37,2,166,528,329,257,1,133,40,31,0,154,299,208,0,70,541,845,387,545,407,344,54,223,17087
"238","ENSG00000010165",515,494,690,0,119,467,71,1,253,1046,665,263,1,0,23,7,0,856,339,574,0,436,621,448,235,385,349,345,425,536,16095
"239","ENSG00000010219",261,323,177,62,3,64,32,0,94,305,178,103,0,1,0,0,16,247,122,186,0,268,213,144,141,177,187,155,134,333,23797
"240","ENSG00000010244",3323,4886,2918,3709,2338,2172,457,99,1658,5821,1945,1955,15,63,125,434,659,2583,2910,4614,355,1411,4606,6044,3959,3481,4607,3390,2823,8595,20311
"241","ENSG00000010256",2361,2354,2248,1031,1775,1274,511,51,1796,2956,1246,1707,19,36,40,220,372,3215,1352,2712,218,2439,1582,1956,2256,1705,2435,1484,1447,5679,10666
"242","ENSG00000010270",715,597,125,81,84,74,22,4,315,882,281,258,2,0,0,0,0,355,379,1094,0,1293,705,1159,910,450,625,387,348,821,52464
"243","ENSG00000010278",688,622,1089,221,143,1019,135,0,362,1930,370,447,3,0,1,0,1,672,337,1393,0,955,322,957,853,376,780,679,447,917,37955
"245","ENSG00000010292",1851,1522,1125,24,91,381,204,222,636,2063,894,285,18,59,60,54,0,1894,1303,1533,0,1388,1607,1661,550,994,1747,849,1201,3334,37834
"246","ENSG00000010295",2609,2922,2327,199,383,2127,473,140,1706,2669,2952,2201,160,92,99,110,1,3378,2214,3507,509,1262,3801,2291,632,3111,4641,2456,2432,2794,16555
"248","ENSG00000010318",276,186,50,107,23,99,20,1,82,193,134,124,0,1,4,14,34,227,118,92,0,2,140,102,76,133,298,106,91,257,13130
"250","ENSG00000010322",6299,6537,4874,571,1660,5305,1099,360,2976,6124,5230,3779,297,659,349,900,3,5513,4457,4312,875,4297,5910,4587,1231,6031,7624,4014,5054,5831,37564
"251","ENSG00000010327",6683,2715,3948,959,1443,3287,653,21,3031,2953,3301,3296,329,380,577,458,120,5812,3196,8412,349,4099,4902,4184,626,1678,5518,2377,2355,5037,29155
"252","ENSG00000010361",341,369,495,337,530,303,237,8,345,638,560,730,7,0,43,6,0,551,322,553,0,434,432,395,259,467,765,398,875,567,6443
"254","ENSG00000010404",11033,10759,5314,1676,1448,1946,1131,994,5251,10378,4347,5058,58,553,409,123,76,5465,6755,12019,343,6004,9062,15468,11429,10202,12875,9087,8176,10569,26589
"256","ENSG00000010539",397,954,538,516,256,143,79,11,224,1563,222,267,3,65,91,185,1,294,476,1105,0,7,962,2444,3964,711,702,491,862,702,13132
"257","ENSG00000010610",5762,4936,8712,1135,2508,1770,1158,6,4288,9174,2931,3572,159,167,175,282,408,12445,6863,11842,705,9459,6472,5457,2472,3490,5137,3690,8944,9769,31338
"258","ENSG00000010626",116,103,254,120,120,237,34,0,87,400,69,87,1,0,23,1,344,214,66,133,0,49,123,51,33,97,145,64,121,168,9509
"259","ENSG00000010671",1630,1412,1455,538,524,876,250,0,806,3614,797,927,98,4,39,29,84,1096,1428,3407,0,1348,1869,2347,1227,877,1324,1002,942,1111,36777
"261","ENSG00000010803",672,523,338,20,14,382,67,0,190,549,388,152,0,0,19,1,0,603,383,267,0,433,479,286,126,433,622,405,375,796,214944
"262","ENSG00000010810",6104,7206,3224,687,1439,1529,441,199,2371,5430,3299,3522,81,301,262,57,199,4934,5117,5040,876,5255,7250,4145,1650,3940,4726,3736,2767,14407,213120
"263","ENSG00000010818",4841,4347,1158,103,168,719,184,195,610,2648,2120,620,97,163,248,40,49,2064,3762,2758,246,1097,3480,3299,4082,2408,3484,2005,1544,2150,193734
"265","ENSG00000011009",914,1158,1424,1758,1248,593,410,151,1004,1885,1019,2810,51,23,77,944,174,1905,666,1089,183,2069,997,1156,1578,1506,1859,1089,1897,1721,4383
"266","ENSG00000011021",1350,1238,880,217,137,786,98,210,400,645,928,297,24,71,57,71,1,1157,838,629,204,549,1026,781,305,949,1549,746,568,1776,37048
"267","ENSG00000011028",68,171,7,35,41,267,15,3,47,123,106,86,25,3,12,5,378,162,150,81,0,7,112,124,24,118,82,91,52,145,66200
"268","ENSG00000011052",13,12,8,3,32,10,1,1,10,3,33,23,0,0,19,10,1,75,43,134,0,45,30,17,6,16,19,16,18,27,18208
"270","ENSG00000011105",95,243,264,35,325,672,38,21,113,288,298,417,10,2,16,3,1,717,169,420,0,682,103,323,125,190,467,353,110,187,209209
"271","ENSG00000011114",667,917,365,433,255,273,42,380,337,755,491,368,394,92,359,72,26,346,642,659,0,283,950,1080,301,527,673,592,227,494,95489
"272","ENSG00000011132",761,779,886,236,663,795,192,90,650,699,796,939,22,291,117,37,12,1685,784,916,0,983,917,623,327,1263,1360,928,1032,1514,10902
"273","ENSG00000011143",236,248,238,9,88,38,22,1,88,137,151,115,0,0,1,0,0,235,148,190,0,76,223,94,55,128,140,71,158,70,14169
"274","ENSG00000011198",1841,2233,628,721,225,214,137,1,721,1791,361,830,118,48,22,7,1,414,770,1666,0,672,1463,6510,2235,1756,2512,1155,765,1051,31842
"275","ENSG00000011243",2815,2476,3091,2550,3758,2380,776,358,2630,3045,3243,5973,39,153,243,1449,583,3957,2104,3072,168,3276,2989,2516,1131,3107,4062,2119,2333,4918,38974
"276","ENSG00000011258",787,928,124,748,225,193,19,2,137,399,241,104,1,85,23,1,0,241,809,677,0,162,964,913,203,425,610,484,132,210,82641
"277","ENSG00000011260",788,768,202,84,63,465,24,449,309,876,279,151,87,85,113,0,87,461,631,794,0,1,654,694,244,311,377,329,285,448,37395
"278","ENSG00000011275",3585,3892,2785,781,1020,2799,444,150,1396,3525,2850,1900,90,166,154,98,122,2897,2605,2034,398,1743,3926,2679,889,3050,4639,2686,1717,4253,161689
"279","ENSG00000011295",804,742,251,84,442,474,33,10,299,945,278,298,26,48,62,21,871,410,515,374,0,291,559,489,191,282,345,377,186,250,30029
"280","ENSG00000011304",6305,5882,6025,785,1443,3263,1053,519,3544,7226,4857,4272,170,297,424,379,320,9101,5629,7992,852,8269,6559,5972,3232,5380,7184,5416,6910,13421,14935
"281","ENSG00000011332",4,3,2,6,12,1,0,2,1,2,1,4,0,3,3,1,6,1,5,7,1,1,2,2,1,0,1,4,2,0,18668
"283","ENSG00000011376",305,317,107,2,13,39,19,0,117,307,182,50,3,85,36,2,133,386,247,188,4,247,267,193,78,228,277,163,197,459,160253
"284","ENSG00000011405",1012,971,83,538,299,193,7,15,96,470,257,116,0,0,28,447,328,139,899,790,16,240,899,1106,302,425,467,498,82,322,83230
"285","ENSG00000011422",19902,18187,15203,32166,5311,7524,3125,1325,7797,47782,2340,12400,1699,6297,4975,7012,2789,7915,16453,8844,402,11416,6768,28984,14223,29448,16738,18667,34707,16980,24251
"286","ENSG00000011426",40,18,0,0,0,0,0,0,5,11,3,0,0,1,6,0,0,1,48,38,0,0,12,43,13,10,2,21,3,211,63968
"287","ENSG00000011451",948,773,687,161,161,751,158,18,579,805,1156,1064,108,308,223,471,12,1525,889,940,0,915,1146,824,206,1155,1422,709,760,602,28444
"288","ENSG00000011454",1231,1124,461,164,167,347,79,7,311,891,495,281,105,0,13,1,1,630,681,821,204,986,1128,1217,445,604,728,535,293,582,163859
"290","ENSG00000011478",227,287,241,326,257,727,43,105,202,820,167,354,148,62,28,0,290,709,243,128,235,302,162,128,73,364,468,209,514,611,11507
"291","ENSG00000011485",938,984,702,20,159,921,137,2,573,843,1069,781,111,68,24,0,0,1729,1051,975,0,1329,1224,602,307,810,1191,723,610,1153,43981
"292","ENSG00000011523",634,754,282,86,95,369,75,12,211,541,507,201,116,14,59,37,0,632,712,583,10,289,423,402,265,552,646,297,290,629,30647
"293","ENSG00000011566",247,187,13,2,11,50,0,3,24,117,72,18,14,1,11,0,0,65,213,126,0,59,163,167,47,56,79,91,36,30,188046
"295","ENSG00000011600",12857,11715,13281,35105,16643,3497,3820,363,18707,12007,6354,34235,482,680,725,7292,1453,19658,10950,42715,2452,40603,16361,27867,65961,33935,32323,24942,20799,25731,3908
"297","ENSG00000012048",217,164,110,259,181,8,46,1,97,207,36,97,80,2,4,0,1,50,236,230,0,4,110,242,79,154,127,119,24,141,81188
"298","ENSG00000012061",1108,1117,1136,389,682,899,212,126,674,1465,1177,1348,165,73,79,93,247,1699,811,1648,161,1615,1095,661,490,913,1370,835,1006,1443,16586
"299","ENSG00000012124",4631,4226,3868,855,789,5730,1011,628,1217,3878,5518,1976,33,77,31,140,111,8694,3315,1817,569,3262,2343,2001,967,3840,5176,2654,3854,2199,18192
"301","ENSG00000012174",125,94,59,6,8,7,8,0,18,82,85,7,0,1,0,0,1,65,93,145,0,0,110,84,40,39,48,47,28,42,45885
"302","ENSG00000012211",199,229,392,51,106,62,69,1,177,360,297,268,2,72,12,1,112,625,213,485,149,125,300,367,74,341,376,193,240,244,10870
"303","ENSG00000012223",9389,1064,410,573,5559,167,1264,2,715,1254,36,446,8,83,45,430,4,885,298,9785,0,594,2208,3414,2911,933,5979,3971,1695,19137,29102
"304","ENSG00000012232",2236,2545,1876,486,492,266,408,73,1944,2673,951,3048,27,131,233,5,1,1773,1051,2618,0,2783,2048,5208,1966,2923,4716,1984,1000,958,52217
"306","ENSG00000012660",4352,3806,1261,261,338,618,256,358,1130,4445,1319,1155,204,347,322,108,0,1625,2605,5816,0,2642,3553,7435,9872,3133,3410,2349,1552,3396,81781
"307","ENSG00000012779",15797,12687,8003,2338,991,4886,2206,346,9153,13897,5372,8430,268,333,634,170,0,5571,4777,19511,28,9113,13700,35863,34298,20996,33231,12041,8227,6513,71943
"308","ENSG00000012817",6005,5174,1,6,2,1,0,3,1187,0,2,753,28,0,62,1,0,0,1,6,0,6,5355,3324,2,2,4745,2724,2,3480,39524
"309","ENSG00000012822",5705,5120,3363,798,697,1344,728,207,2724,4659,2820,2608,122,167,239,61,10,3481,3084,6205,528,5378,5286,6236,3963,5301,6792,3983,4659,4407,16405
"310","ENSG00000012963",395,389,271,105,39,38,21,0,158,507,176,42,10,1,0,0,0,282,359,526,0,2,417,447,228,178,284,193,189,654,22160
"311","ENSG00000012983",689,697,65,12,22,204,16,0,165,498,295,118,0,6,9,0,0,134,541,512,0,392,774,582,165,310,302,298,82,202,114165
"312","ENSG00000013016",433,655,532,225,189,872,90,125,338,489,550,561,2,55,11,45,0,1627,626,1123,0,1297,361,970,364,276,1195,689,498,491,34380
"313","ENSG00000013275",2592,1931,1614,826,922,1140,363,6,1310,2382,1275,1763,1,31,34,95,3,1943,1272,1447,157,2768,2048,1776,2228,1854,2191,1666,1600,3797,10759
"314","ENSG00000013288",3359,4059,3249,360,290,2052,732,155,2231,4659,2647,1867,229,539,204,169,18,5588,2831,3825,149,5729,3451,3418,1793,4225,5531,3167,3418,4429,47286
"317","ENSG00000013306",2957,2433,4558,1120,3773,43933,681,506,1741,11441,2445,3189,33,147,284,268,484,12546,1930,1623,133,2374,1805,1542,1482,2502,4055,4076,5719,17111,5224
"318","ENSG00000013364",9685,7501,10117,9546,8272,4231,2886,370,8212,13413,7199,17838,472,572,756,319,732,10089,6322,14614,737,14014,9137,11218,19937,13839,14633,7635,10189,7713,27645
"319","ENSG00000013374",2925,3057,2522,1289,1199,988,448,212,1522,3661,1533,1760,2,73,136,223,2,1980,2124,2479,74,1430,2785,3391,14586,2697,2583,1471,1950,2433,36701
"320","ENSG00000013375",647,460,98,0,8,133,12,2,51,283,138,40,1,0,0,0,0,246,360,254,0,63,416,457,89,145,234,163,65,125,29062
"321","ENSG00000013392",108,97,19,16,0,6,0,0,4,52,42,12,0,1,0,0,0,83,77,59,0,236,80,70,19,34,44,24,16,36,3224
"322","ENSG00000013441",15077,10612,2062,1238,632,3724,346,615,2943,8295,3998,2437,127,393,430,248,13,3337,7865,6800,548,1993,8656,11602,5791,6633,8711,5831,1718,2638,11735
"323","ENSG00000013503",247,206,28,62,0,59,3,6,24,155,74,22,0,3,0,1,0,99,186,221,0,37,177,162,46,105,131,94,51,80,152540
"324","ENSG00000013523",546,432,487,6,71,73,50,0,243,365,470,239,1,99,24,54,0,925,443,411,0,387,485,285,97,313,486,247,308,388,25697
"325","ENSG00000013561",219,266,79,154,20,5,5,0,117,230,95,96,1,1,5,3,1,208,237,247,0,0,347,275,87,110,128,139,71,104,23454
"326","ENSG00000013563",1168,976,1792,648,576,817,392,35,1020,2235,621,936,1,0,20,63,1,1805,727,1667,56,1585,945,1106,553,1003,1563,924,949,2228,10848
"327","ENSG00000013573",2077,2281,348,92,47,1093,94,532,357,877,1077,164,1,0,50,0,6,1666,1020,144,0,91,267,182,68,1942,1417,778,723,2551,30946
"328","ENSG00000013583",314,259,534,185,163,203,51,3,236,646,200,211,0,0,9,1,0,385,293,572,0,260,291,277,568,207,318,215,254,676,25444
"331","ENSG00000013725",9164,9355,9767,1802,4159,7156,1802,659,4874,9194,8001,7502,491,789,357,2203,308,13667,7550,3792,897,9539,7046,3125,2139,9308,11961,5447,7630,24716,48735
"332","ENSG00000013810",3178,3152,2593,1018,1590,2005,820,354,3118,4742,1547,4106,10,451,359,362,309,2906,2275,6049,0,4017,3507,5479,3816,4070,5047,2816,4775,5958,23688
"333","ENSG00000014123",705,705,86,0,9,256,2,31,113,273,271,50,37,46,3,6,0,248,601,771,32,1,760,545,154,301,349,304,65,213,33449
"334","ENSG00000014138",358,323,132,37,200,300,41,60,239,197,225,125,0,0,19,5,1,361,253,368,0,893,316,257,359,279,325,216,142,549,35656
"335","ENSG00000014164",844,1057,2186,277,546,709,357,333,948,1309,1729,2432,55,270,223,22,1,1867,785,1428,74,1557,1079,1202,1500,1988,2934,1322,1315,1160,103795
"336","ENSG00000014216",5881,5954,7489,1327,3200,4831,1748,117,5462,11142,5715,8148,53,495,287,751,249,13963,4173,9602,737,14538,5612,7676,4272,7502,11827,5747,6191,10557,30791
"337","ENSG00000014641",1068,1057,788,104,93,470,86,1,454,1331,417,174,0,30,0,133,0,629,800,1554,142,215,864,620,590,462,639,510,491,1178,18587
"338","ENSG00000014824",633,590,103,65,57,240,20,1,207,371,271,162,13,3,0,1,4,253,558,725,32,133,615,583,319,336,422,345,87,155,97028
"339","ENSG00000014914",420,223,312,6,19,139,19,0,193,322,189,148,5,58,9,0,1,472,431,696,37,1,601,434,262,130,307,358,372,412,8248
"340","ENSG00000014919",600,541,634,71,128,148,133,0,245,704,368,287,13,3,0,0,0,416,347,536,216,172,408,481,311,291,311,320,257,507,23918
"341","ENSG00000015133",13316,10079,6614,359,521,4176,726,1719,4386,7038,10987,5704,574,1169,919,760,1765,11935,9475,4715,866,8656,9839,5196,1342,9042,12217,6760,5701,5973,146521
"342","ENSG00000015153",725,677,440,909,939,331,107,10,328,1299,266,490,42,74,46,174,222,172,459,531,1,187,725,859,382,307,461,382,290,996,81247
"343","ENSG00000015171",1244,1202,234,178,22,190,15,138,223,949,589,72,7,3,15,0,2,499,875,829,2,681,1403,928,270,591,724,572,176,315,120172
"344","ENSG00000015285",11218,12441,15440,17989,11385,4972,4312,768,13674,20934,8515,30866,213,1420,1533,2829,1093,17917,8414,21066,1167,33977,13123,21457,24857,27283,31045,16246,23017,20589,7631
"345","ENSG00000015413",0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1,2,0,2,0,6,25123
"346","ENSG00000015475",1743,1682,2206,927,813,468,525,55,1981,3028,914,3398,240,372,270,19,69,1446,1176,4743,144,2211,1892,2686,5042,2650,2563,1802,1897,4558,40525
"347","ENSG00000015479",6560,6405,1623,383,277,1713,192,181,1432,6228,1900,858,120,40,83,163,61,1124,4627,4603,630,2776,5870,5943,2372,2237,3036,2856,1148,3961,57925
"349","ENSG00000015532",700,690,571,120,324,860,143,29,572,780,769,906,4,3,47,7,703,1062,524,685,0,676,592,445,123,666,795,442,525,431,15119
"352","ENSG00000015676",1918,2120,2058,240,409,1367,340,25,761,1903,1381,798,67,115,66,69,21,2078,1385,1207,93,1423,1892,1237,831,1537,1885,1153,1309,1800,108420
"358","ENSG00000016864",511,537,192,103,50,114,35,2,241,547,218,124,1,1,5,0,520,252,370,600,0,0,608,350,150,280,307,214,124,188,11544
"359","ENSG00000017260",1287,1020,527,44,31,358,76,5,205,1012,537,346,47,22,74,3,0,542,985,1084,233,583,1341,1046,489,617,670,621,243,415,166186
"361","ENSG00000017483",439,487,997,530,621,2253,97,94,319,886,393,597,67,10,66,99,7,1224,427,314,0,164,354,191,394,480,512,386,591,1506,11717
"362","ENSG00000017797",2830,2412,2921,2115,1169,586,513,0,1780,4993,1266,3026,201,34,444,645,784,2184,1402,4433,364,3782,2520,6358,5540,2775,3641,2203,2589,2101,62576
"363","ENSG00000018189",660,531,191,19,36,265,35,7,135,351,226,107,6,170,32,0,25,222,499,387,6,114,584,451,138,291,376,263,122,406,103682
"365","ENSG00000018280",14023,14144,10926,15290,6599,1369,2734,466,15573,12801,5123,18803,370,1938,1733,3949,1562,6363,5940,20718,977,20783,10888,34916,11153,33184,46895,15518,17073,13267,14865
"367","ENSG00000018510",469,382,240,57,46,147,15,2,122,619,136,31,9,1,6,3,0,205,530,782,0,137,607,491,134,140,221,276,124,227,151093
"368","ENSG00000018625",4,1,1,1,1,2,0,4,0,0,0,0,11,3,2,0,1,3,1,5,0,2,2,3,2,1,1,8,3,3,27854
"369","ENSG00000018699",396,361,171,50,89,91,29,0,86,310,197,21,0,123,5,0,0,208,284,262,0,295,411,244,131,210,211,154,117,117,193031
"372","ENSG00000019144",61,98,35,28,39,91,9,9,19,52,88,27,4,4,27,12,9,103,97,44,0,260,36,22,4,60,134,44,65,92,51535
"375","ENSG00000019485",138,229,69,5,24,69,32,3,46,119,247,234,5,83,13,8,0,311,123,85,0,0,162,76,16,136,187,118,103,135,141111
"378","ENSG00000019582",54409,77563,120700,34114,42215,116366,25315,3217,61784,123945,84870,97328,1615,3752,2712,3862,8355,250168,69289,128558,21776,138117,70321,50965,96763,79048,119474,70890,106606,212690,11299
"379","ENSG00000019991",76,11,8,26,3,0,1,2,32,207,28,9,0,0,0,2,1,37,91,294,0,0,88,204,222,33,60,27,19,52,68008
"380","ENSG00000019995",1476,1722,332,47,105,383,78,18,444,1532,424,297,0,1,71,1,0,400,808,1005,0,104,1296,2505,682,877,1146,976,401,778,45313
"381","ENSG00000020129",607,583,951,126,233,484,160,12,456,895,1172,951,2,51,82,619,0,1808,415,758,142,1330,624,474,218,868,946,481,892,859,8987
"383","ENSG00000020256",362,402,332,3,46,168,35,9,159,527,350,208,5,7,9,0,0,387,243,241,0,430,378,281,105,246,335,283,249,364,107974
"384","ENSG00000020426",120,132,72,0,5,59,1,0,38,101,54,35,0,0,0,0,0,54,92,172,1,1,85,71,26,43,55,67,43,108,233939
"385","ENSG00000020577",152,153,87,3,37,142,26,71,57,81,226,61,12,26,14,0,1,160,194,142,7,4,103,114,481,92,172,116,43,135,225703
"386","ENSG00000020633",12756,15135,23558,5770,25034,11566,2322,1057,11747,32416,9840,19829,305,967,832,2520,2301,29575,9829,5220,3770,26479,14774,6717,3378,11005,12838,12853,16111,40979,65499
"387","ENSG00000021300",551,423,683,115,239,334,102,15,245,559,640,259,2,0,7,0,0,1425,457,505,319,1298,321,172,199,442,505,276,687,354,16641
"388","ENSG00000021355",8522,7397,5088,3491,1378,1369,1002,166,4548,8326,2691,4512,104,257,391,134,0,5096,3557,11719,230,4297,8172,16743,34332,8535,8705,6451,3933,10864,9717
"391","ENSG00000021574",474,413,47,1,32,19,37,25,104,504,111,145,7,42,40,1,3,128,378,589,0,267,476,840,273,270,308,318,107,124,94026
"392","ENSG00000021645",3,3,0,0,2,9,1,4,0,1,0,2,1,3,5,0,0,4,1,1,1,4,2,0,3,2,3,8,0,2,1697917
"393","ENSG00000021762",1151,1323,1120,99,181,505,162,256,1364,1396,2261,1883,185,154,209,249,15,3429,1724,976,1,1692,2317,1129,219,1501,2006,1230,1007,739,78236
"394","ENSG00000021776",1423,1596,402,48,107,596,53,0,208,929,646,223,81,115,23,0,265,407,1144,1097,0,123,1339,1466,412,728,1044,768,257,661,113443
"395","ENSG00000021826",16,8,1,39,14,3,0,7,5,13,2,2,3,4,3,1,1,1,9,4,0,2,6,3,2,15,4,6,3,3,201425
"397","ENSG00000022267",534,537,269,171,146,667,36,0,213,384,293,154,1,0,13,1,0,821,544,607,0,2,488,615,347,285,768,320,273,684,64657
"399","ENSG00000022556",554,234,9,4,41,10,7,1,127,401,159,26,2,0,0,6,2,76,208,86,1,1,204,67,82,212,370,265,202,153,35858
"400","ENSG00000022567",3172,4140,3352,892,726,478,626,83,2756,4203,1150,4677,62,490,514,185,1,1204,1445,3549,95,5045,3239,6450,4875,6503,6222,3522,2346,2141,17803
"401","ENSG00000022840",10012,7541,4726,1280,1215,5673,903,140,4589,9834,2806,6069,344,244,542,192,5,6127,4166,8993,474,6527,6414,17301,7562,7940,10354,6057,5548,12525,43265
"402","ENSG00000022976",1273,1161,579,98,108,705,80,0,299,674,553,391,3,4,17,1,1,306,516,405,121,514,652,722,308,1038,1116,551,677,856,25797
"403","ENSG00000023041",1146,1131,549,143,154,436,77,0,326,893,600,355,38,0,24,0,94,725,788,1063,0,186,1135,969,710,602,693,473,436,730,16614
"404","ENSG00000023171",548,701,475,9,70,135,45,798,351,538,271,279,1409,683,1037,261,167,252,537,475,2,199,425,489,1603,677,609,348,238,747,96990
"405","ENSG00000023191",3024,2870,3832,1409,1735,4360,757,306,3174,4963,3033,3852,94,198,135,90,326,7044,3015,7472,9,3907,3769,2266,2027,2802,3933,2290,3077,2937,12771
"406","ENSG00000023228",748,704,305,67,48,143,39,6,248,753,364,176,15,46,2,519,2,551,697,821,286,474,681,695,360,397,466,393,349,718,36440
"407","ENSG00000023287",1911,1691,314,117,125,200,61,0,348,1338,419,428,33,21,148,51,0,211,1194,1870,1,179,1803,3783,1427,869,1067,1009,239,728,92008
"408","ENSG00000023318",1537,1549,864,285,320,393,228,237,948,2285,783,968,29,150,90,25,363,1179,1229,2915,0,1494,1912,2418,4637,1729,1839,1353,733,1683,119867
"409","ENSG00000023330",2637,1049,881,14,122,741,151,39,454,2168,519,557,62,0,86,0,1,1091,584,1289,0,992,1183,1770,760,1062,1121,769,823,3108,16244
"410","ENSG00000023445",10803,5464,1350,5935,10070,1256,385,516,1060,4357,1476,2425,104,467,121,2800,2734,1092,4080,1873,403,1204,4038,3718,1851,1930,2392,2624,860,1387,21954
"411","ENSG00000023516",1440,1120,213,1,27,272,37,2,94,507,546,60,0,1,19,0,4,246,1132,870,50,519,1090,1070,199,411,612,507,160,138,51114
"412","ENSG00000023572",34,45,4,15,0,51,6,0,10,17,8,27,0,4,1,0,0,15,52,76,0,51,49,46,30,7,17,15,20,35,9649
"413","ENSG00000023608",84,116,12,48,4,103,6,0,49,128,50,15,0,42,17,0,0,30,144,155,0,0,87,133,47,72,133,64,38,89,34071
"414","ENSG00000023697",453,319,216,12,38,117,23,46,128,280,97,150,0,0,0,0,0,248,316,617,0,188,345,385,219,132,269,182,124,228,126129
"415","ENSG00000023734",2058,1564,746,127,116,1200,130,132,766,1824,978,493,4,19,67,90,180,1111,1470,1527,106,1171,1420,1714,1266,1252,1445,1214,709,1533,21122
"416","ENSG00000023839",210,161,90,51,8,57,4,1,33,142,65,19,0,1,0,1,0,83,93,109,0,82,177,205,39,118,227,91,39,119,69199
"417","ENSG00000023892",8095,7072,6271,2815,3217,5081,1493,740,5543,9436,5680,8429,227,529,433,418,139,7909,5018,7428,433,10410,7378,7879,2772,9542,9818,5748,5526,9496,23953
